crash_id,date_id,location_id,road_user_id,person_id,crash_type_id,vehicle_involvement_id,national_road_type_id,time,time_of_day,speed_limit,number_fatalities
20221148,D273,L123,RU1,P7,CT1,VI1,NR1,12:10:00,Day,100.0,1
20222080,D273,L227,RU3,P103,CT2,VI1,NR2,13:05:00,Day,60.0,1
20222095,D273,L230,RU6,P107,CT1,VI1,NR2,13:30:00,Day,100.0,1
20222114,D273,L399,RU1,P85,CT2,VI2,NR2,13:47:00,Day,100.0,1
20223127,D273,L93,RU3,P72,CT1,VI1,NR3,15:00:00,Day,80.0,1
20225017,D273,L363,RU1,P6,CT2,VI1,NR5,17:57:00,Day,110.0,1
20225099,D273,L364,RU2,P194,CT2,VI1,NR5,19:38:00,Night,60.0,2
20225099,D273,L364,RU1,P165,CT2,VI1,NR5,19:38:00,Night,60.0,2
20226009,D273,L229,RU1,P102,CT1,VI1,NR6,21:45:00,Night,100.0,2
20226009,D273,L229,RU2,P18,CT1,VI1,NR6,21:45:00,Night,100.0,2
20222145,D273,L206,RU4,P175,CT1,VI1,NR3,23:15:00,Night,60.0,1
20225109,D274,L363,RU1,P18,CT1,VI1,NR5,00:30:00,Night,90.0,1
20222049,D274,L248,RU1,P6,CT1,VI1,NR4,05:00:00,Night,100.0,1
20221193,D274,L527,RU4,P141,CT2,VI1,NR2,06:50:00,Day,50.0,1
20223072,D274,L49,RU2,P25,CT1,VI1,NR2,08:00:00,Day,100.0,1
20223169,D274,L153,RU1,P108,CT2,VI1,NR4,09:00:00,Day,100.0,1
20221049,D274,L390,RU2,P171,CT2,VI1,NR2,11:48:00,Day,100.0,1
20223225,D274,L327,RU1,P147,CT2,VI2,NR3,12:00:00,Day,60.0,1
20224003,D274,L528,RU3,P13,CT1,VI1,NR1,12:01:00,Day,60.0,1
20221064,D274,L113,RU2,P60,CT2,VI1,NR4,16:30:00,Day,80.0,1
20223159,D274,L338,RU1,P56,CT2,VI1,NR4,17:00:00,Day,100.0,1
20222185,D274,L180,RU3,P9,CT2,VI1,NR3,19:00:00,Night,80.0,1
20223060,D274,L529,RU1,P74,CT1,VI1,NR6,21:00:00,Night,60.0,1
20227007,D275,L521,RU1,P51,CT1,VI1,NR1,03:00:00,Night,130.0,1
20225073,D275,L359,RU4,P51,CT1,VI1,NR5,03:09:00,Night,70.0,1
20225080,D275,L382,RU1,P92,CT1,VI1,NR5,06:00:00,Day,110.0,1
20222081,D275,L43,RU5,P79,CT2,VI1,NR1,10:15:00,Day,100.0,1
20222138,D275,L473,RU3,P6,CT1,VI1,NR3,12:19:00,Day,80.0,1
20223240,D275,L31,RU3,P51,CT2,VI1,NR2,17:00:00,Day,60.0,1
20225029,D275,L359,RU4,P6,CT2,VI1,NR5,18:52:00,Night,60.0,1
20221084,D275,L44,RU1,P100,CT1,VI1,NR2,19:20:00,Night,50.0,1
20221121,D275,L1,RU2,P9,CT2,VI1,NR1,20:30:00,Night,100.0,1
20227033,D275,L504,RU1,P102,CT1,VI1,NR4,20:47:00,Night,100.0,1
20224042,D275,L144,RU2,P54,CT1,VI1,NR2,21:05:00,Night,50.0,1
20227020,D275,L436,RU1,P103,CT2,VI1,NR2,21:17:00,Night,80.0,1
20221145,D275,L245,RU1,P51,CT1,VI1,NR3,22:00:00,Night,100.0,1
20221066,D276,L395,RU1,P103,CT1,VI1,NR3,00:54:00,Night,110.0,1
20225126,D276,L382,RU1,P52,CT2,VI5,NR5,03:32:00,Night,110.0,2
20225126,D276,L382,RU1,P14,CT2,VI5,NR5,03:32:00,Night,110.0,2
20221139,D276,L33,RU1,P167,CT2,VI2,NR3,05:35:00,Night,100.0,1
20223094,D276,L28,RU1,P116,CT2,VI2,NR3,07:00:00,Day,100.0,1
20225152,D276,L363,RU1,P19,CT1,VI1,NR5,07:22:00,Day,110.0,1
20221242,D276,L387,RU2,P88,CT2,VI1,NR3,11:10:00,Day,70.0,1
20222027,D276,L471,RU1,P139,CT2,VI1,NR4,13:17:00,Day,60.0,1
20221223,D276,L258,RU4,P85,CT1,VI1,NR1,15:25:00,Day,60.0,1
20225060,D276,L363,RU1,P100,CT1,VI1,NR5,15:30:00,Day,110.0,1
20223160,D276,L20,RU1,P147,CT1,VI1,NR2,16:00:00,Day,60.0,1
20225155,D276,L363,RU1,P103,CT1,VI1,NR5,18:36:00,Night,100.0,1
20224014,D276,L377,RU1,P174,CT1,VI1,NR3,19:00:00,Night,110.0,1
20223017,D276,L358,RU2,P157,CT2,VI1,NR4,20:00:00,Night,100.0,1
20223132,D276,L326,RU1,P77,CT1,VI2,NR3,23:00:00,Night,100.0,1
20221101,D276,L63,RU2,P39,CT2,VI1,NR3,23:46:00,Night,70.0,2
20221101,D276,L63,RU1,P62,CT2,VI1,NR3,23:46:00,Night,70.0,2
20222026,D277,L190,RU1,P25,CT2,VI1,NR1,00:15:00,Night,70.0,1
20225097,D277,L373,RU4,P145,CT2,VI1,NR5,00:25:00,Night,50.0,1
20223245,D277,L71,RU1,P76,CT1,VI5,NR3,01:00:00,Night,40.0,1
20223200,D277,L31,RU3,P22,CT2,VI5,NR3,05:00:00,Night,100.0,1
20221019,D277,L86,RU1,P3,CT2,VI1,NR3,13:30:00,Day,110.0,2
20221019,D277,L86,RU3,P117,CT2,VI1,NR3,13:30:00,Day,110.0,2
20224034,D277,L234,RU1,P173,CT2,VI1,NR4,14:01:00,Day,60.0,1
20222122,D277,L180,RU2,P132,CT1,VI1,NR3,14:30:00,Day,100.0,1
20223215,D277,L15,RU3,P16,CT1,VI1,NR2,15:00:00,Day,50.0,1
20223122,D277,L119,RU1,P101,CT2,VI1,NR3,16:00:00,Day,100.0,1
20221182,D277,L384,RU4,P174,CT1,VI8,NR3,20:26:00,Night,60.0,1
20222061,D277,L253,RU4,P115,CT1,VI1,NR1,20:35:00,Night,60.0,1
20225154,D277,L382,RU1,P27,CT1,VI1,NR5,22:00:00,Night,110.0,1
20222165,D277,L43,RU1,P174,CT1,VI1,NR2,23:05:00,Night,,1
20221247,D278,L530,RU1,P75,CT1,VI1,NR1,04:15:00,Night,100.0,1
20221033,D278,L386,RU1,P27,CT1,VI1,NR1,06:50:00,Day,90.0,1
20223189,D278,L327,RU4,P138,CT1,VI1,NR2,07:00:00,Day,50.0,1
20226035,D278,L238,RU3,P73,CT1,VI1,NR3,11:47:00,Day,100.0,1
20221169,D278,L184,RU1,P35,CT1,VI1,NR1,13:20:00,Day,70.0,1
20221207,D278,L74,RU1,P1,CT2,VI1,NR2,14:00:00,Day,70.0,1
20223250,D278,L8,RU1,P54,CT1,VI1,NR3,14:00:00,Day,100.0,1
20226014,D278,L406,RU2,P168,CT2,VI1,NR1,16:20:00,Day,70.0,1
20223232,D278,L28,RU1,P77,CT1,VI1,NR2,17:00:00,Day,100.0,1
20225013,D279,L359,RU1,P117,CT1,VI1,NR5,04:17:00,Night,70.0,1
20221088,D279,L187,RU4,P141,CT1,VI1,NR2,05:15:00,Night,50.0,1
20221165,D279,L39,RU1,P26,CT2,VI1,NR3,05:20:00,Night,100.0,1
20222234,D279,L235,RU1,P24,CT1,VI1,NR1,11:10:00,Day,100.0,1
20221204,D279,L103,RU1,P55,CT1,VI1,NR1,12:45:00,Day,100.0,1
20222134,D279,L143,RU1,P39,CT2,VI5,NR4,12:46:00,Day,100.0,1
20226013,D279,L229,RU3,P18,CT2,VI1,NR6,14:57:00,Day,100.0,1
20223175,D279,L29,RU8,P135,CT1,VI1,NR2,17:00:00,Day,50.0,1
20223263,D279,L122,RU4,P143,CT1,VI1,NR2,18:00:00,Night,60.0,1
20222020,D279,L43,RU3,P69,CT2,VI1,NR1,19:55:00,Night,100.0,1
20223001,D279,L36,RU1,P172,CT2,VI1,NR3,20:00:00,Night,100.0,1
20221119,D279,L53,RU3,P32,CT2,VI1,NR1,21:45:00,Night,60.0,1
20221138,D279,L62,RU3,P69,CT1,VI1,NR1,22:30:00,Night,70.0,1
20223205,D280,L49,RU1,P26,CT1,VI1,NR2,00:00:00,Night,60.0,1
20221063,D280,L50,RU8,P25,CT1,VI1,NR6,00:07:00,Night,60.0,1
20227004,D280,L504,RU1,P77,CT1,VI1,NR4,00:10:00,Night,100.0,1
20223112,D280,L354,RU1,P75,CT1,VI1,NR2,06:00:00,Day,50.0,1
20222161,D280,L226,RU4,P50,CT1,VI1,NR1,06:42:00,Day,60.0,1
20222235,D280,L485,RU1,P157,CT1,VI1,NR8,11:39:00,Day,60.0,1
20222150,D280,L318,RU3,P80,CT1,VI1,NR4,13:40:00,Day,100.0,1
20223066,D280,L93,RU3,P78,CT1,VI1,NR3,15:00:00,Day,100.0,1
20223069,D280,L137,RU2,P168,CT1,VI8,NR4,20:00:00,Night,60.0,1
20223137,D280,L28,RU1,P12,CT2,VI2,NR3,21:00:00,Night,100.0,1
20223194,D280,L262,RU4,P179,CT1,VI1,NR2,22:00:00,Night,50.0,1
20223268,D281,L15,RU2,P118,CT1,VI1,NR6,01:00:00,Night,60.0,1
20223124,D281,L93,RU1,P57,CT1,VI1,NR4,03:00:00,Night,60.0,1
20221036,D281,L531,RU1,P38,CT1,VI1,NR4,13:10:00,Day,100.0,1
20223084,D281,L263,RU3,P53,CT1,VI1,NR6,16:00:00,Day,60.0,1
20221172,D281,L474,RU1,P92,CT2,VI5,NR1,19:00:00,Night,100.0,1
20222048,D281,L485,RU1,P69,CT1,VI1,NR2,21:20:00,Night,100.0,1
20221134,D282,L154,RU3,P54,CT2,VI1,NR6,07:30:00,Day,50.0,1
20223251,D282,L122,RU4,P85,CT1,VI1,NR4,08:00:00,Day,60.0,1
20222113,D282,L341,RU5,P105,CT2,VI1,NR3,08:29:00,Day,100.0,1
20222017,D282,L226,RU3,P18,CT2,VI1,NR1,09:11:00,Day,70.0,1
20225133,D282,L363,RU3,P93,CT2,VI1,NR5,11:26:00,Day,90.0,1
20221069,D282,L332,RU1,P22,CT1,VI1,NR4,12:11:00,Day,100.0,1
20223213,D282,L87,RU1,P117,CT1,VI1,NR3,14:00:00,Day,70.0,1
20222070,D282,L183,RU3,P24,CT2,VI1,NR2,15:00:00,Day,50.0,1
20223229,D282,L36,RU3,P38,CT2,VI1,NR4,16:00:00,Day,100.0,1
20223187,D282,L150,RU3,P25,CT2,VI1,NR4,16:00:00,Day,50.0,1
20222130,D282,L183,RU4,P155,CT1,VI1,NR2,16:02:00,Day,50.0,1
20221023,D282,L27,RU3,P57,CT2,VI1,NR3,16:15:00,Day,80.0,1
20221038,D282,L345,RU3,P52,CT2,VI5,NR1,16:30:00,Day,80.0,1
20227030,D282,L252,RU2,P18,CT1,VI1,NR4,18:44:00,Night,70.0,4
20227030,D282,L252,RU2,P98,CT1,VI1,NR4,18:44:00,Night,70.0,4
20227030,D282,L252,RU1,P25,CT1,VI1,NR4,18:44:00,Night,70.0,4
20227030,D282,L252,RU2,P72,CT1,VI1,NR4,18:44:00,Night,70.0,4
20221083,D282,L532,RU1,P65,CT2,VI2,NR3,18:56:00,Night,80.0,2
20221083,D282,L532,RU1,P120,CT2,VI2,NR3,18:56:00,Night,80.0,2
20224031,D282,L528,RU4,P6,CT1,VI1,NR1,19:21:00,Night,60.0,1
20222213,D282,L277,RU3,P102,CT2,VI1,NR2,20:30:00,Night,50.0,1
20221206,D282,L533,RU2,P69,CT2,VI1,NR4,21:10:00,Night,80.0,1
20227010,D282,L534,RU1,P101,CT2,VI2,NR4,21:30:00,Night,90.0,1
20224027,D282,L535,RU1,P41,CT1,VI1,NR4,21:45:00,Night,80.0,1
20223130,D282,L441,RU2,P77,CT1,VI1,NR6,23:00:00,Night,100.0,1
20222083,D282,L230,RU1,P40,CT1,VI1,NR4,23:46:00,Night,100.0,1
20223126,D283,L178,RU2,P58,CT1,VI1,NR3,00:00:00,Night,100.0,1
20225156,D283,L359,RU6,P110,CT2,VI1,NR5,01:44:00,Night,80.0,1
20223144,D283,L203,RU1,P39,CT1,VI1,NR6,03:00:00,Night,60.0,1
20225148,D283,L363,RU1,P102,CT1,VI1,NR5,03:00:00,Night,110.0,2
20225148,D283,L363,RU2,P54,CT1,VI1,NR5,03:00:00,Night,110.0,2
20221032,D283,L118,RU1,P53,CT1,VI1,NR3,03:50:00,Night,80.0,1
20221156,D283,L149,RU4,P69,CT1,VI1,NR1,04:20:00,Night,80.0,1
20224029,D283,L164,RU1,P9,CT1,VI1,NR1,06:50:00,Day,100.0,1
20224063,D283,L462,RU1,P93,CT1,VI1,NR4,11:35:00,Day,100.0,1
20223027,D283,L104,RU2,P58,CT2,VI1,NR4,12:00:00,Day,70.0,1
20224022,D283,L536,RU1,P116,CT1,VI1,NR4,13:00:00,Day,100.0,1
20221130,D283,L278,RU1,P2,CT1,VI1,NR2,14:27:00,Day,50.0,1
20222082,D283,L109,RU3,P79,CT2,VI1,NR1,14:31:00,Day,80.0,1
20222097,D283,L80,RU3,P105,CT1,VI1,NR4,14:53:00,Day,60.0,1
20223244,D283,L122,RU1,P8,CT1,VI1,NR2,16:00:00,Day,60.0,1
20221260,D283,L110,RU1,P108,CT2,VI1,NR1,16:10:00,Day,100.0,1
20221167,D283,L35,RU1,P19,CT2,VI1,NR3,16:20:00,Day,110.0,1
20222228,D283,L155,RU1,P80,CT2,VI1,NR3,16:57:00,Day,100.0,1
20221005,D283,L537,RU1,P68,CT2,VI1,NR2,19:58:00,Night,80.0,1
20223255,D283,L93,RU1,P95,CT1,VI1,NR2,20:00:00,Night,60.0,1
20223079,D283,L137,RU1,P31,CT1,VI1,NR2,21:00:00,Night,100.0,1
20222188,D283,L194,RU1,P38,CT2,VI1,NR3,22:45:00,Night,100.0,1
20228011,D283,L16,RU4,P103,CT1,VI1,NR1,23:00:00,Night,80.0,1
20225104,D284,L363,RU1,P27,CT2,VI2,NR5,05:37:00,Night,110.0,1
20226025,D284,L52,RU1,P105,CT1,VI1,NR4,07:11:00,Day,100.0,1
20223207,D284,L59,RU3,P143,CT2,VI1,NR4,12:00:00,Day,50.0,1
20222086,D284,L351,RU3,P78,CT1,VI1,NR1,12:30:00,Day,100.0,1
20221045,D284,L22,RU4,P31,CT1,VI1,NR2,13:00:00,Day,60.0,1
20222002,D284,L185,RU3,P102,CT1,VI1,NR5,13:50:00,Day,40.0,1
20223007,D284,L15,RU3,P136,CT2,VI5,NR2,14:00:00,Day,50.0,1
20226032,D284,L295,RU3,P103,CT1,VI1,NR3,15:56:00,Day,80.0,1
20221117,D284,L210,RU1,P160,CT1,VI1,NR1,16:40:00,Day,100.0,1
20222107,D284,L151,RU3,P102,CT2,VI1,NR3,17:17:00,Day,80.0,1
20221104,D284,L44,RU1,P68,CT1,VI1,NR2,21:24:00,Night,60.0,1
20221218,D284,L213,RU3,P77,CT2,VI1,NR3,22:30:00,Night,80.0,1
20224052,D285,L14,RU1,P26,CT1,VI1,NR4,03:30:00,Night,110.0,1
20223182,D285,L126,RU4,P119,CT1,VI1,NR2,06:00:00,Day,60.0,1
20222155,D285,L160,RU1,P9,CT2,VI2,NR3,06:24:00,Day,100.0,1
20226028,D285,L507,RU5,P78,CT2,VI1,NR6,06:25:00,Day,40.0,1
20222045,D285,L216,RU1,P29,CT2,VI1,NR2,06:30:00,Day,50.0,1
20223161,D285,L381,RU1,P34,CT2,VI5,NR4,07:00:00,Day,100.0,2
20223161,D285,L381,RU1,P76,CT2,VI5,NR4,07:00:00,Day,100.0,2
20224039,D285,L525,RU1,P95,CT1,VI1,NR2,09:38:00,Day,100.0,1
20221142,D285,L184,RU3,P34,CT2,VI5,NR3,10:20:00,Day,50.0,1
20223231,D285,L281,RU1,P16,CT1,VI5,NR2,11:00:00,Day,70.0,1
20222146,D285,L248,RU1,P38,CT2,VI1,NR4,12:04:00,Day,100.0,1
20222039,D285,L244,RU5,P153,CT2,VI5,NR2,13:10:00,Day,80.0,1
20221160,D285,L285,RU3,P73,CT1,VI1,NR3,15:15:00,Day,110.0,1
20221137,D285,L538,RU1,P131,CT2,VI1,NR1,15:20:00,Day,100.0,1
20223227,D285,L31,RU3,P18,CT2,VI1,NR2,16:00:00,Day,60.0,1
20225141,D285,L363,RU1,P53,CT2,VI1,NR5,17:26:00,Day,110.0,1
20221022,D285,L324,RU1,P91,CT1,VI1,NR6,18:15:00,Night,40.0,1
20227035,D285,L436,RU4,P30,CT1,VI1,NR2,20:02:00,Night,50.0,1
20223009,D286,L105,RU3,P68,CT1,VI1,NR6,01:00:00,Night,100.0,1
20223165,D286,L281,RU1,P49,CT1,VI1,NR4,04:00:00,Night,60.0,1
20223019,D286,L73,RU1,P153,CT2,VI1,NR3,05:00:00,Night,60.0,1
20222201,D286,L265,RU3,P27,CT2,VI1,NR2,06:50:00,Day,60.0,1
20222050,D286,L270,RU1,P10,CT2,VI1,NR2,07:00:00,Day,100.0,1
20225107,D286,L359,RU1,P197,CT1,VI1,NR5,08:49:00,Day,50.0,1
20223081,D286,L539,RU2,P160,CT1,VI1,NR3,09:00:00,Day,110.0,2
20223081,D286,L539,RU1,P12,CT1,VI1,NR3,09:00:00,Day,110.0,2
20223210,D286,L87,RU3,P98,CT2,VI1,NR2,13:00:00,Day,50.0,1
20223116,D286,L132,RU1,P81,CT2,VI1,NR3,15:00:00,Day,100.0,1
20221041,D286,L120,RU1,P117,CT2,VI10,NR1,16:16:00,Day,80.0,1
20222088,D286,L230,RU2,P136,CT1,VI1,NR4,18:00:00,Night,100.0,1
20224010,D286,L291,RU4,P73,CT1,VI1,NR4,20:15:00,Night,100.0,1
20221216,D286,L17,RU4,P2,CT1,VI1,NR6,21:59:00,Night,70.0,1
20223267,D286,L249,RU1,P53,CT1,VI2,NR3,23:00:00,Night,100.0,1
20223030,D287,L133,RU1,P14,CT1,VI1,NR3,02:00:00,Night,100.0,1
20221007,D287,L540,RU4,P16,CT1,VI1,NR3,02:30:00,Night,90.0,1
20225135,D287,L382,RU2,P76,CT1,VI1,NR5,04:40:00,Night,,1
20223176,D287,L65,RU1,P57,CT2,VI1,NR3,10:00:00,Day,100.0,2
20223176,D287,L65,RU1,P131,CT2,VI1,NR3,10:00:00,Day,100.0,2
20221246,D287,L444,RU1,P64,CT2,VI1,NR3,12:05:00,Day,100.0,1
20223022,D287,L122,RU1,P82,CT1,VI1,NR6,13:00:00,Day,60.0,1
20223230,D287,L336,RU2,P7,CT2,VI1,NR3,15:00:00,Day,100.0,1
20221021,D287,L135,RU3,P74,CT2,VI1,NR4,15:15:00,Day,80.0,1
20222087,D287,L116,RU3,P115,CT1,VI1,NR4,17:00:00,Day,100.0,1
20223184,D287,L36,RU1,P77,CT1,VI1,NR2,18:00:00,Night,40.0,1
20224030,D287,L141,RU2,P175,CT2,VI1,NR3,19:09:00,Night,80.0,1
20222179,D287,L541,RU1,P101,CT1,VI1,NR1,20:15:00,Night,100.0,1
20222118,D287,L300,RU1,P100,CT2,VI1,NR2,20:44:00,Night,50.0,1
20224005,D287,L542,RU1,P26,CT1,VI1,NR2,21:10:00,Night,80.0,1
20221048,D287,L121,RU1,P103,CT1,VI1,NR2,22:15:00,Night,60.0,1
20223140,D287,L71,RU1,P79,CT1,VI1,NR2,23:00:00,Night,60.0,1
20223092,D288,L506,RU2,P18,CT1,VI1,NR3,02:00:00,Night,110.0,1
20225014,D289,L363,RU1,P119,CT1,VI1,NR5,03:54:00,Night,100.0,1
20221014,D289,L357,RU1,P55,CT2,VI1,NR4,09:20:00,Day,100.0,1
20228004,D289,L16,RU5,P65,CT1,VI1,NR2,10:30:00,Day,,1
20222069,D289,L361,RU6,P73,CT1,VI1,NR2,12:40:00,Day,100.0,1
20221057,D289,L123,RU1,P182,CT1,VI1,NR1,13:10:00,Day,100.0,1
20222116,D289,L221,RU1,P63,CT2,VI5,NR1,14:18:00,Day,70.0,1
20223047,D289,L122,RU2,P82,CT1,VI1,NR2,15:00:00,Day,60.0,1
20222056,D288,L310,RU1,P102,CT2,VI1,NR2,16:30:00,Day,100.0,1
20222203,D288,L272,RU1,P69,CT1,VI1,NR1,16:38:00,Day,80.0,1
20225144,D288,L364,RU1,P145,CT1,VI1,NR5,21:58:00,Night,110.0,1
20223257,D289,L150,RU1,P9,CT2,VI2,NR3,22:00:00,Night,60.0,1
20223128,D290,L193,RU2,P192,CT1,VI1,NR4,01:00:00,Night,100.0,1
20222160,D290,L175,RU4,P98,CT1,VI1,NR3,01:35:00,Night,70.0,1
20222053,D291,L277,RU3,P82,CT1,VI1,NR6,06:30:00,Day,60.0,1
20221183,D291,L243,RU1,P20,CT2,VI1,NR4,10:45:00,Day,80.0,1
20222110,D290,L353,RU3,P75,CT1,VI1,NR3,11:00:00,Day,100.0,1
20221224,D290,L103,RU3,P153,CT1,VI1,NR4,13:00:00,Day,100.0,1
20225112,D290,L364,RU2,P102,CT1,VI1,NR5,13:49:00,Day,110.0,1
20221259,D290,L66,RU1,P14,CT2,VI1,NR3,14:30:00,Day,80.0,1
20221228,D290,L365,RU3,P97,CT1,VI1,NR1,16:05:00,Day,100.0,1
20225117,D290,L373,RU1,P116,CT1,VI1,NR5,16:09:00,Day,110.0,1
20221198,D290,L103,RU3,P105,CT1,VI1,NR4,18:17:00,Night,100.0,1
20223195,D290,L178,RU1,P92,CT1,VI1,NR6,22:00:00,Night,70.0,1
20221034,D290,L48,RU1,P38,CT1,VI2,NR3,22:30:00,Night,100.0,1
20221115,D292,L53,RU3,P58,CT2,VI1,NR1,01:11:00,Night,60.0,1
20225062,D293,L363,RU3,P102,CT1,VI1,NR5,02:50:00,Night,50.0,1
20223211,D293,L266,RU1,P13,CT2,VI2,NR3,08:00:00,Day,100.0,2
20223211,D293,L266,RU1,P55,CT2,VI2,NR3,08:00:00,Day,100.0,2
20221075,D293,L170,RU3,P33,CT1,VI1,NR2,09:20:00,Day,100.0,1
20223089,D293,L178,RU3,P128,CT1,VI1,NR3,10:00:00,Day,100.0,1
20222162,D292,L253,RU2,P143,CT2,VI1,NR2,11:00:00,Day,90.0,1
20222065,D293,L128,RU2,P106,CT2,VI1,NR3,11:30:00,Day,100.0,1
20221159,D293,L184,RU3,P175,CT2,VI1,NR4,13:30:00,Day,80.0,1
20222046,D293,L399,RU3,P172,CT1,VI1,NR3,14:15:00,Day,100.0,1
20225039,D293,L363,RU3,P33,CT1,VI1,NR5,15:10:00,Day,80.0,1
20221068,D293,L202,RU1,P41,CT1,VI2,NR3,16:00:00,Day,100.0,1
20222174,D293,L515,RU1,P128,CT2,VI1,NR1,17:58:00,Day,100.0,1
20223041,D293,L137,RU3,P40,CT1,VI1,NR4,18:00:00,Night,80.0,1
20226022,D293,L97,RU1,P12,CT1,VI1,NR3,19:00:00,Night,110.0,1
20221020,D293,L86,RU1,P87,CT2,VI1,NR2,20:20:00,Night,100.0,1
20225044,D293,L373,RU1,P53,CT1,VI1,NR5,20:32:00,Night,110.0,1
20223133,D294,L133,RU2,P144,CT2,VI2,NR2,02:00:00,Night,100.0,1
20222062,D294,L151,RU5,P122,CT2,VI1,NR1,04:00:00,Night,80.0,1
20221254,D294,L120,RU2,P41,CT2,VI5,NR3,09:30:00,Day,100.0,2
20221254,D294,L120,RU1,P76,CT2,VI5,NR3,09:30:00,Day,100.0,2
20222007,D294,L174,RU1,P117,CT1,VI5,NR4,09:43:00,Day,100.0,1
20223233,D294,L85,RU4,P12,CT1,VI1,NR4,12:00:00,Day,100.0,1
20221241,D294,L108,RU1,P57,CT2,VI2,NR1,12:13:00,Day,100.0,1
20227006,D294,L543,RU3,P41,CT2,VI1,NR1,13:05:00,Day,110.0,1
20222212,D294,L318,RU1,P27,CT1,VI1,NR2,15:20:00,Day,100.0,1
20221229,D294,L77,RU2,P123,CT2,VI1,NR6,15:59:00,Day,70.0,1
20226033,D294,L3,RU8,P74,CT2,VI5,NR4,16:44:00,Day,60.0,1
20222041,D294,L425,RU3,P26,CT1,VI1,NR2,19:22:00,Night,60.0,1
20221186,D294,L74,RU1,P143,CT2,VI1,NR6,19:33:00,Night,50.0,1
20227034,D294,L247,RU4,P116,CT1,VI2,NR3,22:00:00,Night,130.0,1
20225160,D295,L373,RU1,P147,CT1,VI1,NR5,07:06:00,Day,110.0,1
20224048,D295,L222,RU1,P107,CT1,VI5,NR2,07:30:00,Day,50.0,1
20221214,D295,L241,RU1,P60,CT2,VI1,NR6,09:20:00,Day,60.0,1
20223142,D295,L424,RU3,P118,CT2,VI5,NR4,13:00:00,Day,80.0,1
20222100,D295,L230,RU1,P8,CT2,VI1,NR3,14:00:00,Day,100.0,1
20225034,D295,L359,RU1,P73,CT1,VI1,NR5,14:43:00,Day,80.0,1
20223021,D296,L71,RU3,P22,CT1,VI1,NR4,00:00:00,Night,60.0,1
20221158,D296,L12,RU2,P145,CT1,VI1,NR3,01:25:00,Night,60.0,1
20222117,D296,L277,RU1,P148,CT1,VI1,NR4,01:30:00,Night,80.0,1
20221154,D296,L50,RU1,P133,CT2,VI5,NR3,11:50:00,Day,110.0,1
20227019,D296,L504,RU1,P117,CT1,VI1,NR4,16:29:00,Day,100.0,1
20221024,D296,L47,RU2,P83,CT1,VI1,NR2,16:45:00,Day,100.0,2
20221024,D296,L47,RU1,P56,CT1,VI1,NR2,16:45:00,Day,100.0,2
20222186,D296,L372,RU4,P21,CT1,VI1,NR4,16:52:00,Day,60.0,1
20224017,D296,L403,RU3,P77,CT1,VI1,NR6,18:30:00,Night,50.0,1
20222219,D296,L186,RU3,P102,CT2,VI1,NR1,18:45:00,Night,70.0,1
20228001,D296,L16,RU1,P51,CT1,VI1,NR1,20:00:00,Night,80.0,1
20222125,D296,L472,RU4,P151,CT1,VI1,NR4,21:05:00,Night,100.0,1
20226024,D296,L9,RU4,P145,CT1,VI1,NR3,22:12:00,Night,110.0,1
20221179,D296,L537,RU3,P52,CT1,VI1,NR5,23:25:00,Night,50.0,1
20213216,D297,L8,RU2,P170,CT1,VI1,NR2,02:00:00,Night,100.0,1
20215023,D297,L544,RU1,P183,CT1,VI1,NR2,04:11:00,Night,110.0,1
20212172,D298,L194,RU1,P40,CT2,VI1,NR1,05:37:00,Night,70.0,1
20215133,D297,L545,RU1,P101,CT1,VI1,NR1,06:00:00,Day,100.0,1
20213127,D297,L49,RU5,P1,CT1,VI1,NR8,06:00:00,Day,40.0,1
20212142,D297,L151,RU3,P16,CT1,VI1,NR3,07:51:00,Day,100.0,1
20212161,D297,L140,RU4,P28,CT2,VI2,NR3,08:09:00,Day,100.0,1
20211232,D297,L154,RU4,P158,CT1,VI1,NR2,08:10:00,Day,50.0,1
20212205,D298,L221,RU1,P92,CT1,VI1,NR4,11:48:00,Day,80.0,1
20211018,D297,L68,RU3,P35,CT2,VI1,NR1,12:32:00,Day,100.0,1
20212026,D297,L230,RU2,P165,CT2,VI5,NR4,13:31:00,Day,100.0,1
20217020,D297,L534,RU2,P191,CT1,VI1,NR4,13:35:00,Day,90.0,1
20216011,D297,L229,RU1,P19,CT1,VI1,NR3,13:55:00,Day,100.0,1
20212157,D298,L70,RU4,P73,CT1,VI1,NR1,15:10:00,Day,50.0,1
20213119,D297,L41,RU2,P179,CT1,VI1,NR2,17:00:00,Day,60.0,1
20212051,D297,L226,RU3,P51,CT2,VI1,NR1,19:12:00,Night,60.0,1
20211130,D297,L241,RU3,P57,CT2,VI1,NR6,19:20:00,Night,60.0,1
20217003,D297,L453,RU2,P81,CT1,VI1,NR4,21:00:00,Night,110.0,2
20213226,D298,L269,RU3,P77,CT2,VI1,NR8,21:00:00,Night,80.0,1
20217003,D297,L453,RU1,P53,CT1,VI1,NR4,21:00:00,Night,110.0,2
20217025,D297,L521,RU2,P122,CT1,VI1,NR4,23:12:00,Night,50.0,1
20213164,D299,L40,RU1,P22,CT1,VI2,NR4,05:00:00,Night,100.0,1
20211254,D299,L213,RU3,P26,CT2,VI1,NR3,09:30:00,Day,100.0,1
